cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
25900,"Jonesboro",198671,5,"Arkansas","AR",80.58617,81.07165,84.08028,84.4637,86.19686,86.47231,89.14705,89.35098,74.03501,74.5662,78.45908,78.93124,80.88652,81.29385,82.90368,83.28635,.3852408,.3778361,.426107,.4086953,.5767367,.5540426,.6822598,.6474056,.3015075,.3110721,.3921849,.3938677,.5607312,.553189,.7776282,.7574064,156204,139250,103792,55094,144766,139343,98746,50817
26002,"Duluth",286544,27,"Minnesota","MN",81.64028,82.05515,84.48557,84.86096,86.23994,86.61136,88.52528,88.73613,75.825,76.30235,81.6734,82.05844,83.73145,84.11513,84.4475,84.78455,.3924537,.3845433,.4010311,.3910016,.4702034,.4493528,.5711915,.5466264,.3132212,.3153812,.3414538,.3399959,.3950548,.3826712,.5811145,.5656485,163729,197437,231253,139176,158854,210674,233824,126255
26101,"Moberly",56535,29,"Missouri","MO",81.16382,81.69205,84.67003,85.0616,87.65774,87.93711,85.92696,86.07218,77.17532,77.74303,80.36852,80.80032,82.67915,83.09827,84.81105,85.07085,.7146057,.6883967,.8847553,.8462209,.9148399,.8660728,1.783875,1.734544,.6036914,.592382,.7181954,.7041723,.9830196,.9558356,1.49356,1.444309,42521,44745,37174,14521,40981,47230,35244,12634
26102,"Marshall",48599,29,"Missouri","MO",80.61787,81.06135,83.53038,83.9566,84.15289,84.63087,87.47359,87.78592,74.92175,75.36924,79.54559,80.0045,84.43578,84.79393,86.47602,86.7652,.7947349,.7615409,1.009909,.9669914,1.261134,1.213246,1.902347,1.806823,.6507877,.6535643,.815747,.8001328,.9879519,.9497939,1.558456,1.488744,32303,34755,29252,12766,31124,37265,27490,11167
26106,"Centerville",29873,19,"Iowa","IA",82.83481,83.21696,83.64552,84.0443,87.14204,87.48955,91.16025,91.27641,76.45782,76.9187,80.00904,80.41388,85.00787,85.3455,82.60749,83.05946,1.047285,1.002551,1.199902,1.150188,1.533785,1.449536,1.572848,1.486651,.7872437,.7760774,.9742042,.9482553,1.358152,1.299959,2.509346,2.469606,20484,23066,18755,6722,20646,24329,17581,5428
26107,"Kirksville",38491,29,"Missouri","MO",80.55728,81.03458,85.52507,85.84928,84.2468,84.63557,86.60785,86.92876,77.1935,77.6376,81.33157,81.71914,82.60641,82.96918,83.15674,83.5044,.8761387,.8472131,1.255854,1.19373,1.573407,1.516033,2.106738,2.022639,.7839492,.7671218,.9663359,.9376081,1.383078,1.343129,2.025136,1.982851,25379,24583,18197,9379,25218,24411,16703,8151
26201,"Bismarck",114739,38,"North Dakota","ND",84.81088,85.08294,85.30891,85.64755,86.21294,86.57578,88.02015,88.33188,76.97448,77.38305,81.81884,82.17999,84.37308,84.74186,86.57404,86.87881,.6066656,.5775701,.7236858,.6923385,.7512538,.7193799,.9267133,.8731568,.5321736,.5229209,.5690805,.5479481,.6348892,.6149771,.8474383,.8078421,58572,77380,106669,76837,52788,77150,113502,72087
26304,"Minot",74541,38,"North Dakota","ND",80.80367,81.17091,85.12179,85.52931,85.2103,85.64252,87.80318,87.94888,76.54866,76.92188,81.84242,82.25674,85.69943,86.04433,86.25729,86.5191,.7547901,.733434,.9390716,.8988537,1.010224,.9646459,1.338763,1.288563,.6160045,.6092407,.7569067,.7340593,.8563293,.8168769,1.173287,1.127061,38330,45559,52841,31518,35784,51756,54370,29537
26410,"Dickinson",27124,38,"North Dakota","ND",83.81369,84.19994,88.40753,88.56944,85.13445,85.52446,92.28537,92.34193,78.90221,79.32191,83.9175,84.22533,86.05169,86.31355,82.55645,83.00504,1.336014,1.275359,1.082248,1.032509,1.821604,1.751541,1.012945,.9590168,1.133241,1.103766,1.198529,1.154509,1.326895,1.271839,2.153851,2.117636,14985,18136,20490,13088,14124,20273,21656,12570
26501,"Brookings",40630,46,"South Dakota","SD",80.3287,80.78015,83.13409,83.60992,87.02454,87.31207,89.89761,90.08591,75.79589,76.24953,82.36614,82.74067,81.90835,82.29843,84.68718,85.07365,1.277288,1.23489,1.34487,1.297103,1.358267,1.295897,1.371599,1.298338,.9135007,.912199,.9957023,.9584283,1.178692,1.152136,1.823096,1.765651,15551,22871,29397,17009,16458,26412,28705,15161
26503,"Sioux Falls",200630,46,"South Dakota","SD",81.42913,81.67429,84.97861,85.3045,87.51225,87.8193,87.5365,87.86694,76.5898,76.89966,81.62605,81.99901,83.86836,84.25976,85.308,85.65347,.5386961,.5230834,.4876226,.4666708,.4860177,.4604919,.7162357,.680732,.4211547,.4166401,.429094,.4214657,.4858614,.4702918,.6318686,.6110011,98060,146432,175127,129095,98734,149487,170146,121434
26504,"Watertown",40078,46,"South Dakota","SD",82.06654,82.43796,85.15785,85.50211,88.61057,88.85583,85.36528,85.75742,75.49673,75.94624,81.07024,81.49657,84.33167,84.68341,84.92296,85.24,1.089895,1.044512,1.072718,1.023721,1.187064,1.123561,1.989259,1.918109,.8112888,.8059703,.9772722,.9573336,1.103225,1.058343,1.631878,1.574788,21587,28878,29359,15148,21734,33072,28648,14034
26605,"Aberdeen",52825,46,"South Dakota","SD",83.94482,84.26601,85.15536,85.4878,86.41706,86.75835,87.26658,87.57549,77.59486,78.01537,81.20874,81.61772,83.62847,84.00006,84.96288,85.28105,.9705279,.9282688,.9029101,.8587236,1.046909,.99484,1.595568,1.523261,.7584774,.7469692,.7988533,.7775634,.9836378,.9482386,1.274972,1.224507,27463,35920,39715,22657,27798,38610,37272,20597
26701,"Bemidji",101639,27,"Minnesota","MN",82.05168,82.48136,85.81855,86.13379,85.0369,85.41923,89.7809,89.97195,77.48511,77.96291,81.6918,82.07549,84.59515,84.92448,85.86172,86.17347,.602871,.5797938,.6148245,.5837746,.8648478,.8320404,.7755584,.7324836,.4801382,.4754818,.5443152,.5338348,.6759357,.6527908,.9794176,.9380299,70482,75531,71144,40687,71132,77694,67464,35454
26702,"Grafton",31090,38,"North Dakota","ND",82.1712,82.4609,86.3186,86.60843,86.5989,86.93908,89.63651,89.79636,75.97546,76.28066,82.21013,82.56013,84.5199,84.8637,82.32355,82.74837,1.11369,1.069113,1.184083,1.118671,1.344986,1.27586,1.406115,1.333819,.8227941,.8071468,.937521,.9043177,1.239344,1.190162,1.736993,1.698993,16427,21287,24349,12343,18000,26250,23413,11203
26703,"Thief River Falls",28038,27,"Minnesota","MN",82.00861,82.42078,83.45094,83.92194,87.98453,88.22814,87.67899,87.9556,76.00342,76.48637,83.17112,83.53168,85.37379,85.64841,85.29628,85.59946,1.251421,1.194748,1.328439,1.274452,1.296569,1.230372,1.823488,1.731911,.8832749,.87699,1.139144,1.095165,1.2325,1.185358,1.917294,1.841744,15696,21764,23598,10225,17299,24042,22649,8860
26704,"Grand Forks",108213,38,"North Dakota","ND",82.04663,82.4072,84.62962,84.99686,85.93011,86.25611,86.97183,87.20973,76.49164,76.90929,80.89736,81.31628,83.39836,83.75304,87.73528,87.91773,.7602441,.7296834,.7725178,.7387114,.7991853,.7666718,1.060104,1.016262,.6107104,.6011029,.6423054,.6272261,.7342546,.7113385,.7942347,.7609513,46233,61439,79264,50146,46228,69536,79457,46307
26801,"Fargo",206945,38,"North Dakota","ND",82.7403,82.99854,85.35685,85.6646,86.9707,87.23475,87.80912,88.13394,76.21379,76.51935,81.22104,81.58732,84.26087,84.56587,85.99231,86.34524,.5441145,.5245736,.5464329,.5236393,.6085004,.5842032,.7227782,.6842824,.4384269,.4298522,.4701985,.4620858,.5052437,.4908912,.6606042,.6246278,91914,124419,158797,122319,89784,136931,159190,118187
26803,"Jamestown",38384,38,"North Dakota","ND",84.39961,84.68431,86.02933,86.3574,87.63068,87.91928,88.30236,88.60194,75.95874,76.4107,82.79805,83.13422,83.18334,83.60777,87.19507,87.43172,1.010441,.9616954,1.198347,1.14575,1.100253,1.038494,1.67431,1.584098,.8172023,.8091552,.9729428,.9406642,1.20269,1.166911,1.285358,1.220001,20847,26514,29337,15237,21321,30011,28450,13451
26901,"Fergus Falls",117558,27,"Minnesota","MN",83.06044,83.40773,85.53967,85.88705,87.20914,87.54079,88.28066,88.58426,78.48907,78.87003,82.36165,82.75919,85.0634,85.40251,86.10508,86.41028,.6146994,.5926948,.5888361,.5597075,.6815521,.6477501,.847455,.8014938,.4762741,.4689493,.5427087,.5245407,.5754638,.5567099,.8061838,.7690943,66517,83023,94469,55234,67228,92021,90635,48960
26902,"Little Falls",69851,27,"Minnesota","MN",83.92963,84.25848,84.89571,85.31151,86.549,86.89845,89.6507,89.8531,79.08725,79.48436,82.34637,82.74588,85.2386,85.57854,83.85567,84.26827,.6985427,.6696063,.884365,.8481302,1.002033,.9534256,1.170513,1.104549,.5763137,.5664059,.7074369,.6895938,.8970284,.8581839,1.626756,1.586812,49430,54177,50436,19972,51392,60558,48358,17490
27005,"Yankton",47901,46,"South Dakota","SD",83.58762,83.92101,87.91386,88.12916,86.59381,86.93342,89.61593,89.80633,78.89026,79.29726,82.55672,82.91318,84.14954,84.48639,86.38794,86.64397,.8899367,.8466285,.8270966,.7857952,1.24887,1.18886,1.409596,1.336336,.7726896,.7503369,.8416895,.8153816,1.088624,1.047626,1.471954,1.418335,25874,34497,34137,14969,28338,39111,31573,13235
27006,"Mitchell",27613,46,"South Dakota","SD",83.95736,84.17701,85.47729,85.78336,83.66312,84.1723,87.46038,87.81692,80.06207,80.25842,82.91692,83.21434,85.2391,85.53254,85.88205,86.19937,1.16235,1.119468,1.22713,1.169281,1.623028,1.572163,2.204676,2.095792,.9486272,.9295005,.9170151,.8845578,1.202201,1.151575,1.873458,1.799049,16797,20359,21052,10674,16322,22851,19516,9417
27101,"Willmar",85394,27,"Minnesota","MN",82.63377,83.00971,86.5133,86.80169,88.03663,88.25227,87.48856,87.82777,78.63988,78.97742,81.64409,82.0341,85.19048,85.47636,86.37752,86.65948,.7842439,.7491206,.69063,.6543103,.7362946,.7022858,1.181778,1.120479,.6228851,.6062984,.694689,.6751538,.7599548,.7370045,.9304487,.8883185,43007,58054,66730,37138,44183,63935,63759,32914
27102,"Marshall",51470,27,"Minnesota","MN",86.13374,86.31061,87.37293,87.63948,87.65667,87.93264,88.24103,88.56477,76.78977,77.11187,82.66722,83.06232,84.68294,85.02832,85.87025,86.18346,.8553832,.8178819,.9049249,.8558046,1.009225,.9600796,1.563079,1.484227,.7895344,.7774449,.8692161,.8345364,1.006609,.965736,1.27391,1.219969,25442,34902,40749,21850,25357,38909,38771,19858
27201,"Sioux Center",58454,19,"Iowa","IA",83.35258,83.65682,86.69392,86.9763,86.28481,86.64858,88.01725,88.31686,78.11086,78.46761,83.31677,83.65087,83.94384,84.32243,85.26959,85.67426,.9910746,.9447318,.8719072,.8303822,1.071173,1.019873,1.157874,1.089661,.8386821,.8217981,.794906,.7687147,.9977087,.9578744,1.566493,1.497479,23405,40336,47508,22615,23970,46417,44289,19793
27202,"Worthington",60435,27,"Minnesota","MN",84.36884,84.41187,85.98592,86.332,88.85899,89.01999,89.91069,90.12645,77.63196,77.72111,83.18216,83.57662,83.9388,84.21198,86.8685,87.15311,.8819916,.8535796,.8691137,.8238496,.8453359,.8068219,1.113954,1.038819,.7394403,.725908,.7846808,.7588473,.8980398,.8677429,1.275669,1.206919,29671,42654,44692,19128,32391,50485,42433,16172
27301,"Spencer",61106,19,"Iowa","IA",83.10973,83.51105,84.30675,84.72749,88.30782,88.51511,87.84785,88.17722,78.33234,78.77248,81.91613,82.32008,83.39934,83.75047,85.37329,85.69502,.8281687,.7940272,.9051712,.8646284,.8889412,.8489096,1.426708,1.352062,.7155959,.6992949,.7336006,.7119976,.8548599,.8323878,1.137652,1.093146,33347,45367,47831,25337,32913,50259,44322,22039
27302,"Fairmont",49010,27,"Minnesota","MN",81.16273,81.62648,84.43478,84.80895,87.08625,87.39259,91.25671,91.35517,76.74215,77.14408,81.26703,81.65678,83.14709,83.5495,83.71178,83.99511,.9260305,.8980147,.9589851,.9175932,1.048546,.9963089,1.08434,1.031832,.7294953,.7161339,.8085119,.7842074,1.053263,1.020234,1.536228,1.496487,29956,36303,37768,17771,29473,41864,35376,15065
27401,"Storm Lake",52812,19,"Iowa","IA",81.0984,81.38089,84.41416,84.70539,86.57803,86.95099,87.95139,88.27892,76.15154,76.32505,81.15057,81.50109,83.43398,83.8094,83.24087,83.72777,1.037117,1.000624,1.032766,.9849156,1.252018,1.183485,1.3316,1.244529,.7373114,.7267807,.829964,.8120483,1.031594,.9945146,1.643952,1.595918,27184,37093,38101,18277,29495,44411,35945,15541
27402,"Fort Dodge",101165,19,"Iowa","IA",82.1889,82.52688,83.62836,84.09914,87.30313,87.57672,89.50748,89.67102,75.8257,76.21202,80.91462,81.36473,83.60619,83.95736,84.55064,84.85107,.6278582,.6057531,.6933368,.662708,.7153951,.6846747,.8553035,.8126806,.527392,.521872,.5533611,.5397281,.6974595,.6760331,1.049755,1.011734,53620,70473,75077,35652,52250,79114,71210,30734
27501,"Des Moines",595842,19,"Iowa","IA",80.24387,80.62177,84.02391,84.3609,85.71371,85.99136,88.50442,88.64341,75.27193,75.68359,79.3698,79.76102,83.14449,83.45631,85.06898,85.31324,.3238706,.3192001,.304959,.297103,.3000638,.2914517,.3154484,.308759,.2491928,.2556409,.2627071,.264983,.2852965,.2829235,.312432,.3045861,256627,383048,468616,460219,252559,359710,452818,440477
27502,"Creston",35600,19,"Iowa","IA",82.06301,82.39058,83.83583,84.1926,88.33536,88.60715,86.14741,86.55376,76.16283,76.61375,80.63493,81.02981,79.88955,80.37346,84.18799,84.59412,.965026,.9277885,1.091853,1.044508,1.189899,1.123186,1.99523,1.89399,.7621565,.7614602,.9618638,.9366854,1.206539,1.206671,2.035411,1.965116,23876,26983,23425,8893,23790,28401,21186,7582
27503,"Atlantic",34687,19,"Iowa","IA",82.11092,82.54295,84.95691,85.32181,88.40201,88.615,89.37334,89.59245,77.94325,78.38955,82.01924,82.41543,83.50397,83.83434,85.44104,85.74736,1.091206,1.039592,1.063078,1.013992,.9669339,.9233409,1.95881,1.859106,.9237247,.9094694,.9251526,.9005179,1.189022,1.150714,1.898099,1.82872,20048,26048,25079,11030,19276,29136,22567,9557
27504,"Carroll",48729,19,"Iowa","IA",82.23971,82.58202,83.9784,84.45437,87.34442,87.57884,90.59386,90.73056,77.0451,77.37614,80.94933,81.38665,85.15571,85.38913,83.41068,83.83429,.9414032,.901686,1.13151,1.081393,1.110492,1.060324,1.236832,1.172093,.7372652,.7233534,.858766,.8328411,.9773051,.9395776,1.652241,1.606277,26625,36016,36757,17002,27495,40605,34901,14994
27601,"Rapid City",158442,46,"South Dakota","SD",81.7738,82.07669,86.00325,86.30888,86.55264,86.91396,88.31862,88.48033,77.357,77.70508,82.64337,82.97603,83.56439,83.94097,87.47691,87.68958,.5026604,.4885729,.5508435,.5277874,.6502972,.6197501,.7184762,.6919068,.4165411,.4114901,.4576486,.4470263,.5796579,.5622043,.6432762,.6148601,107690,119173,124078,76144,105432,124911,119219,69907
27701,"Scottsbluff",65903,31,"Nebraska","NE",82.9339,82.91946,84.93222,84.93967,86.57518,86.79702,89.01865,89.12316,76.48774,76.42802,81.74308,81.72018,84.14643,84.34399,85.05396,85.28229,.793794,.7693569,.9171718,.8870125,1.079115,1.028615,1.383814,1.332162,.6459464,.6345848,.7520911,.7386157,.8798687,.8541186,1.306874,1.258361,41738,43904,43630,23113,37925,46420,43284,20538
27702,"Cheyenne",95526,56,"Wyoming","WY",80.61319,80.48484,85.37998,85.37344,86.65193,86.70861,88.06898,88.11903,75.22317,75.20076,80.83944,80.9402,82.60441,82.74599,86.36509,86.49055,.678131,.6605847,.6636916,.6490151,.6632273,.6441655,.7634559,.7452323,.5475391,.5385574,.5929367,.5803385,.7107709,.6965325,.7400556,.7197485,54438,65751,77915,57913,53337,68921,79513,54409
27801,"Norfolk",56990,31,"Nebraska","NE",83.60005,83.95138,86.14909,86.3914,87.05703,87.39349,86.51803,86.85941,76.72739,77.05672,81.59713,81.88965,84.27508,84.62283,80.79223,81.20424,.9442931,.9002714,1.011929,.9655792,1.085751,1.029333,1.526687,1.456401,.6996245,.6846255,.8607393,.839923,1.024708,.9882599,1.334098,1.329546,30338,37846,42169,20271,30964,41776,40738,18015
27802,"Columbus",61167,31,"Nebraska","NE",82.81521,83.06289,86.45503,86.69788,88.23843,88.48624,86.51098,86.94565,77.35179,77.59357,80.62338,80.96074,84.7982,85.12788,84.70918,85.0872,.9129011,.8720943,.9083799,.8593557,.8958521,.8444764,1.704421,1.617922,.7509143,.7395843,.7347835,.7218018,.9369344,.9046585,1.377221,1.325806,29428,45695,48785,21883,32389,53721,46871,19447
27901,"Hastings",42251,31,"Nebraska","NE",80.87907,81.33438,83.05389,83.44118,87.57607,87.85547,84.65845,84.86213,77.04953,77.42387,80.11225,80.45889,84.59818,84.91061,82.03951,82.28802,1.142421,1.103278,1.15964,1.115221,1.26614,1.203031,1.733791,1.67955,.8626348,.8487583,.9107292,.8921193,1.094195,1.055414,1.629683,1.605277,22493,29571,30935,15982,22095,33541,29514,13971
27902,"York",26871,31,"Nebraska","NE",80.36268,80.85465,83.20647,83.67959,88.17478,88.4099,90.23358,90.34637,75.8459,76.32024,81.88017,82.30372,82.85347,83.25827,84.88126,85.21299,1.27287,1.232276,1.313254,1.256901,1.222177,1.15689,1.435013,1.367797,.994036,.9933524,1.208539,1.1714,1.350389,1.312697,2.096186,2.025461,12915,18779,20761,10128,13022,21714,19812,8748
27903,"Grand Island",77708,31,"Nebraska","NE",83.22836,83.39684,84.34,84.53254,87.31294,87.55395,88.38821,88.6592,77.6805,77.79134,82.44775,82.54475,84.03987,84.33624,84.54733,84.92082,.7503778,.7178333,.783398,.7556469,.8784315,.8355564,1.17276,1.106138,.6225162,.6093518,.6826893,.6673114,.8030002,.77632,1.264852,1.219452,45406,56338,58905,30348,44700,62513,56935,27217
28001,"Sioux City",187773,19,"Iowa","IA",80.46129,80.75101,84.53484,84.7989,86.32512,86.57867,89.87169,90.02598,76.2012,76.40378,81.03191,81.30949,82.94577,83.24949,85.20247,85.50259,.520344,.5034792,.5327324,.5085505,.6054083,.5823362,.5913959,.5618356,.4019342,.3955795,.4836161,.4729201,.5268473,.5131531,.7679341,.737874,99720,123288,132614,80650,96967,135749,129833,74812
28002,"West Point",25165,31,"Nebraska","NE",79.98162,80.44719,82.57565,83.05247,86.46336,86.7841,85.17886,85.56973,77.87506,78.25538,81.50053,81.90691,83.16587,83.54147,90.02615,90.09931,1.26865,1.219644,1.355708,1.307778,1.640857,1.563406,2.639333,2.549607,1.079117,1.052127,1.145843,1.112695,1.638877,1.588072,2.060193,1.983433,13601,16698,15198,6567,14477,18779,14161,4901
28101,"Lincoln",311956,31,"Nebraska","NE",82.55279,82.80061,84.92249,85.20469,86.48078,86.68644,87.84668,88.06945,75.86484,76.18951,80.23011,80.59062,84.17468,84.4144,86.1948,86.42764,.4650016,.4519081,.4406491,.4256171,.4481265,.4305193,.5535989,.5325432,.3463276,.3447022,.3906,.384826,.4042822,.3952192,.4825916,.4671134,135242,198314,238464,181945,137863,199822,235518,166932
28102,"Nebraska City",40078,31,"Nebraska","NE",80.42461,80.80756,84.81462,85.1239,86.01964,86.41196,86.71215,87.12282,75.09327,75.45344,80.9845,81.3271,83.49158,83.8935,82.08187,82.58255,.962151,.9281855,1.133775,1.087565,1.204587,1.146072,1.874008,1.775028,.6835362,.6839218,.917622,.9007218,1.148332,1.108313,1.702994,1.673688,23080,28900,27996,14654,23148,31244,27241,13400
28201,"Red Oak",48197,19,"Iowa","IA",81.89594,82.28503,84.07154,84.48666,89.19976,89.34929,88.16977,88.48299,77.59257,78.02516,80.25926,80.66998,81.67556,82.09037,86.94916,87.21157,.8564079,.8220717,.9987611,.9564897,.852091,.8087967,1.615897,1.521349,.7681726,.7589473,.7987116,.7828269,1.009793,.9900612,1.451798,1.387649,28832,35139,35269,13405,29168,38166,33163,11486
28202,"Omaha",803201,31,"Nebraska","NE",80.58536,81.08272,83.88386,84.1955,85.84269,86.15028,87.68285,87.90529,75.16557,75.69916,79.81326,80.17819,82.34655,82.72233,84.93659,85.22598,.2870131,.2784542,.2637333,.2595819,.2661532,.2595544,.2975919,.2870537,.214229,.2200659,.2232538,.2250358,.2443515,.2433996,.2818722,.2757187,379226,518026,613091,577650,373447,496985,599397,549328
28301,"Sterling",39751,8,"Colorado","CO",82.55142,82.88439,83.31803,83.26295,83.66853,84.14803,85.20263,85.66566,77.04748,77.38065,81.55782,81.41419,84.49655,84.81252,83.69112,84.14143,.9638429,.9162171,1.192771,1.162137,1.484233,1.429412,2.196641,2.120963,.7890957,.7737625,.9528661,.9404768,1.246783,1.201831,1.880063,1.835174,23802,27125,24549,12659,24034,29032,23487,11105
28306,"North Platte",35939,31,"Nebraska","NE",82.08728,82.30806,86.1745,86.42924,86.39355,86.52148,88.88213,89.0099,77.04749,77.27244,82.31065,82.6243,82.6292,82.81718,86.96004,87.10685,1.014,.9770973,1.158675,1.106845,1.237616,1.193865,1.408253,1.350287,.913136,.8958253,.9218349,.8859379,1.070199,1.044218,1.347548,1.299701,21372,22105,28845,17059,18051,24778,30985,15680
28401,"Colorado Springs",587132,8,"Colorado","CO",82.68208,82.28248,84.95599,84.89153,86.89874,86.82632,88.22038,88.34106,77.82703,77.71734,81.29362,81.41852,84.13972,84.24966,86.00019,86.23481,.3108126,.3146109,.3228691,.3166343,.2995975,.2984137,.3080965,.2994998,.26888,.2646961,.2956946,.2910054,.2936431,.2884614,.3150544,.3048994,327734,392494,438094,442518,303659,366943,434469,424045
28502,"Pueblo",187782,8,"Colorado","CO",81.69435,80.12537,84.28045,83.42983,86.01133,85.50739,86.7182,86.67563,76.3496,74.80724,80.84241,80.00262,82.84015,82.32718,85.50843,85.39761,.4845911,.5269046,.5446659,.5599244,.5707355,.5854734,.8896104,.8666678,.3744755,.3875561,.4738826,.4838211,.5403364,.5436671,.7193801,.7111803,131864,125580,115438,66313,123581,122014,108471,58798
28608,"Kearney",56033,31,"Nebraska","NE",82.6214,82.99081,84.95094,85.19096,86.70677,86.97559,91.22604,91.31302,77.39302,77.7678,81.08488,81.3182,82.87106,83.23463,86.15389,86.43403,.9853078,.9427358,1.056412,1.016573,1.035575,.9901261,.7397869,.7007892,.7788396,.7581644,.9013863,.8827513,1.062532,1.028308,1.226813,1.174713,28221,36984,41396,25021,27566,39342,39309,22598
